,alignment,condition,time_screen,sub,age,gender
417,aligned,different,4.916666666666667,CVLEAG,4.8493150684931505,f
418,aligned,different,2.8850000000000002,W7Y6C5,5.424657534246576,m
419,aligned,different,4.433333333333334,KEEN74,5.589041095890411,m
420,aligned,different,12.050000000000002,ACXXZ7,4.767123287671233,m
421,aligned,different,4.26,VLB4L4,5.671232876712328,f
422,aligned,different,1.7499999999999998,EQXFYM,5.095890410958904,m
423,aligned,different,4.053333333333333,Z7CAJd,6.082191780821918,f
424,aligned,different,1.8500000000000003,7P6WGH,5.917808219178082,f
425,aligned,different,2.733333333333334,GC34M3,4.602739726027397,f
426,aligned,different,4.45,5QcHDS,4.3561643835616435,f
427,aligned,different,2.633333333333333,4ST2Rd,4.684931506849315,m
428,aligned,different,15.597999999999999,QLJ6L2,4.273972602739726,f
429,aligned,different,1.1200000000000003,VL6G4F,4.602739726027397,m
430,aligned,different,2.7600000000000002,CQNccL,5.013698630136986,f
431,aligned,different,3.4166666666666665,VARPcD,4.767123287671233,f
432,aligned,different,3.8000000000000003,A2VYCT,5.342465753424658,f
433,aligned,different,2.5833333333333335,cFUURR,6.410958904109589,f
434,aligned,different,3.38,NESJTV,5.671232876712328,m
435,aligned,different,3.1999999999999997,PKKXND,5.671232876712328,m
436,aligned,different,3.62,5A3dF5,6.493150684931507,f
437,aligned,different,5.273333333333333,QEENND,6.164383561643835,m
438,aligned,different,6.75,RL5c27,5.095890410958904,o
439,aligned,different,3.866666666666667,6FBUKN,4.931506849315069,f
440,aligned,different,2.8666666666666667,NdcEQS,6.410958904109589,f
441,aligned,different,1.7166666666666666,ZFCGPB,6.986301369863014,f
442,aligned,different,2.3333333333333335,HZD5P2,6.739726027397261,m
443,aligned,different,3.1999999999999997,LV7BXL,6.410958904109589,m
444,aligned,different,2.875,FQcUQT,5.506849315068493,m
445,aligned,different,1.4000000000000001,VXA7XE,5.917808219178082,m
446,aligned,different,5.016666666666667,2H7PLP,5.260273972602739,m
447,aligned,different,4.8999999999999995,TSZUY4,5.506849315068493,m
448,aligned,different,1.9333333333333336,JMTYZH,5.095890410958904,m
449,aligned,different,0.8599999999999998,BcD7QG,4.027397260273973,m
450,aligned,different,3.683333333333333,6RPUM7,4.273972602739726,m
451,aligned,different,2.2183333333333337,cdPUJD,5.589041095890411,m
452,aligned,different,2.766666666666667,TQ5R7T,5.506849315068493,f
453,aligned,different,4.316666666666667,4LVKMA,6.082191780821918,m
454,aligned,different,5.3500000000000005,cHT4YU,6.2465753424657535,f
455,aligned,different,2.2833333333333337,JY6LQ2,6.164383561643835,f
456,aligned,different,3.0999999999999996,U672B2,5.835616438356165,f
457,aligned,different,2.566,WF4NVS,4.684931506849315,m
458,aligned,different,3.7166666666666663,FWYC7C,5.424657534246576,f
459,aligned,different,7.300000000000001,PB3BCS,4.767123287671233,f
460,aligned,different,3.8200000000000003,TNSEWV,4.767123287671233,m
461,aligned,different,4.265000000000001,V72TLK,6.739726027397261,f
462,aligned,different,2.216666666666667,XV65MW,6.164383561643835,f
463,aligned,different,0.9499999999999998,WWYcKQ,5.424657534246576,f
464,aligned,different,9.353333333333333,ZAMEDX,4.191780821917808,m
465,aligned,different,5.8500000000000005,QPRR32,6.904109589041096,f
466,aligned,different,5.122,3W34dW,6.0,f
467,aligned,different,3.983333333333334,PHFCV3,5.342465753424658,f
468,aligned,different,1.2666666666666666,VFFF4H,4.191780821917808,m
469,aligned,different,3.0333333333333337,CJdTB6,4.3561643835616435,m
470,aligned,different,2.1333333333333333,TV373M,6.657534246575342,m
471,aligned,different,1.8499999999999996,CRVCXD,6.986301369863014,m
472,aligned,different,4.12,YPdQNV,4.109589041095891,f
473,aligned,different,3.4483333333333337,7cNKKD,5.342465753424658,m
474,aligned,different,5.666666666666667,CZGRED,5.506849315068493,m
475,aligned,different,2.25,663UJX,6.986301369863014,f
476,aligned,different,2.8579999999999997,KMGJCF,6.575342465753424,m
477,aligned,different,5.295000000000001,FZLQ2Y,4.602739726027397,m
478,aligned,different,2.1666666666666665,33UX2S,5.7534246575342465,f
479,aligned,different,2.5333333333333337,H2VVXG,4.191780821917808,f
480,aligned,different,3.3200000000000003,F4AJSB,5.342465753424658,m
481,aligned,different,3.4499999999999993,4UE4J2,5.506849315068493,m
482,aligned,different,3.1833333333333336,ZTYVTW,4.027397260273973,f
483,aligned,different,4.466666666666666,R52TRD,4.027397260273973,m
484,aligned,different,2.2533333333333334,ZJPWHP,6.328767123287672,m
485,aligned,different,2.1700000000000004,RJRCRR,5.917808219178082,f
486,aligned,different,4.36,CECNMS,4.3561643835616435,m
487,aligned,different,3.016666666666667,5cKP4G,6.410958904109589,m
488,aligned,different,4.933333333333333,SNURNN,4.52054794520548,m
489,aligned,different,9.533333333333333,7AZPQD,4.438356164383562,f
490,aligned,different,2.883333333333333,2TGKCT,6.657534246575342,f
491,aligned,different,0.96,K6FGHF,6.493150684931507,m
492,aligned,different,1.6666666666666667,dEEK22,6.739726027397261,f
493,aligned,different,3.5499999999999994,ZRHCPK,4.273972602739726,m
494,aligned,different,2.2966666666666664,dcXZY4,6.904109589041096,m
495,aligned,different,5.083333333333333,7BKKNM,4.3561643835616435,f
496,aligned,different,6.746,MR5U5N,4.3561643835616435,m
497,aligned,different,1.3499999999999999,5SAMNS,5.589041095890411,m
498,aligned,different,6.44,C57ASP,6.904109589041096,m
499,aligned,different,3.8666666666666667,LA6RF5,5.260273972602739,m
500,aligned,different,1.682,42cZAM,6.657534246575342,f
501,aligned,different,7.088000000000001,TLLBVC,6.986301369863014,f
502,aligned,different,2.441666666666667,RNcVC3,4.684931506849315,f
503,aligned,different,2.9,2G2AL4,4.3561643835616435,m
504,aligned,different,5.6000000000000005,X37SMJ,5.917808219178082,f
505,aligned,different,2.811666666666666,G277c4,4.109589041095891,m
506,aligned,different,3.6983333333333337,Uc5HAY,6.2465753424657535,f
507,aligned,different,2.4499999999999997,dHWQWK,5.7534246575342465,f
508,aligned,different,4.408333333333334,46QP6X,4.684931506849315,f
509,aligned,different,2.388333333333333,PD62cC,4.191780821917808,f
510,aligned,different,3.62,RKQERS,4.109589041095891,m
511,aligned,different,1.9000000000000001,QYYW46,5.342465753424658,f
512,aligned,different,2.4,CdBSPP,4.109589041095891,f
513,aligned,different,7.949999999999999,F4LDT2,5.260273972602739,m
514,aligned,different,0.9699999999999998,c2JcAQ,4.931506849315069,m
515,aligned,different,4.35,34RM3G,6.575342465753424,m
516,aligned,different,1.4400000000000002,FKJTLd,4.191780821917808,m
517,aligned,different,2.035,MX7YEJ,6.575342465753424,m
518,aligned,different,2.92,XUS5CL,4.109589041095891,f
519,aligned,different,3.2183333333333333,DH27SD,6.0,m
520,aligned,different,2.7000000000000006,KKY3TT,5.342465753424658,f
521,aligned,different,5.358,QE5J2H,5.424657534246576,m
522,aligned,different,4.133333333333334,WScYBT,5.7534246575342465,m
523,aligned,different,1.3333333333333333,VYHNXF,6.328767123287672,m
524,aligned,different,3.3333333333333335,RU4MYJ,4.438356164383562,m
525,aligned,different,3.3666666666666667,BNRGKZ,5.260273972602739,f
526,aligned,different,2.145,RRA4CB,5.506849315068493,f
527,aligned,different,5.533333333333334,GYYNLD,4.3561643835616435,m
528,aligned,different,3.9,RNCZJc,6.739726027397261,m
529,aligned,different,4.216666666666667,RP2HDS,6.904109589041096,f
530,aligned,different,5.5,EHHRXd,4.767123287671233,m
531,aligned,different,3.566666666666667,NTYN3N,5.095890410958904,f
